index;u;v;key;osmid;oneway;ref;name;highway;maxspeed;reversed;length;lanes;bridge;tunnel;fid;geometry;points
1725;1201448531;1256494435;0;1010135933;1;;愛宕上杉通;tertiary;;False;167.301;3;;;1725;LINESTRING (140.8817105 38.2569424, 140.8817955 38.2567054, 140.881892 38.2563521, 140.8819166 38.256264, 140.8819502 38.2560961, 140.8818806 38.2556594, 140.8818428 38.2554649);7
1807;1201853892;1259507947;0;38812469;0;;柳町通;tertiary;;True;26.755;;;;1807;LINESTRING (140.875059 38.2566834, 140.8748785 38.2566479, 140.8747618 38.2566248);3
1848;1201853930;1256287770;0;38812456;0;;;tertiary;;False;4.248;;;;1848;LINESTRING (140.8730831 38.25735, 140.8730947 38.2573129);2
1849;1201853930;370487223;0;38812456;0;;;tertiary;;True;66.781;;;;1849;LINESTRING (140.8730831 38.25735, 140.8729178 38.2578324, 140.8728823 38.2579295);3
1902;1201853978;1256287770;0;38812456;0;;;tertiary;;True;52.856;;;;1902;LINESTRING (140.8732366 38.2568508, 140.8730947 38.2573129);2
1903;1201853978;460436041;0;38812456;0;;;tertiary;;False;58.634;;;;1903;LINESTRING (140.8732366 38.2568508, 140.8734066 38.2563878, 140.8734225 38.2563441);3
1948;1201870381;939225618;0;1010353650;1;;新寺通;tertiary;;False;55.554;2;;;1948;LINESTRING (140.8863653 38.256188, 140.8864403 38.25618, 140.8869957 38.2561205);3
2426;1253984599;941298170;0;[180919747, 109827583];0;;;tertiary;;False;225.736;;;;2426;LINESTRING (140.8822628 38.263412, 140.8821986 38.2633053, 140.88215 38.2629726, 140.8820898 38.2625077, 140.882062 38.2624448, 140.8820186 38.2624034, 140.8818845 38.2623455, 140.8809881 38.2621815, 140.8808055 38.2621497);9
2462;1256220780;941298170;0;866721539;1;;駅前通;tertiary;;False;105.17099999999999;3;;;2462;LINESTRING (140.8806042 38.2630688, 140.8806445 38.2629343, 140.8806896 38.2627775, 140.8808453 38.2622361, 140.8808231 38.2621879, 140.8808055 38.2621497);6
2468;1256220810;1201448378;0;1010135933;1;;愛宕上杉通;tertiary;;False;220.591;3;;;2468;LINESTRING (140.880056 38.2597623, 140.8805073 38.2590103, 140.8810636 38.2580636, 140.8811259 38.2579652);4
2476;1256287770;1201853978;0;38812456;0;;;tertiary;;False;52.856;;;;2476;LINESTRING (140.8730947 38.2573129, 140.8732366 38.2568508);2
2477;1256287770;1201853930;0;38812456;0;;;tertiary;;True;4.248;;;;2477;LINESTRING (140.8730947 38.2573129, 140.8730831 38.25735);2
2516;1256434359;1256434361;0;109841619;0;;;unclassified;;False;151.153;;;;2516;LINESTRING (140.8790694 38.2575362, 140.8790982 38.2574864, 140.8797467 38.2563651, 140.8797852 38.2562985);4
2517;1256434361;338511389;0;837910348;0;;北目町通;tertiary;;False;60.055;;;;2517;LINESTRING (140.8797852 38.2562985, 140.880426 38.2564947);2
2518;1256434361;1256434359;0;109841619;0;;;unclassified;;True;151.153;;;;2518;LINESTRING (140.8797852 38.2562985, 140.8797467 38.2563651, 140.8790982 38.2574864, 140.8790694 38.2575362);4
2519;1256434361;338511386;0;837910348;0;;北目町通;tertiary;;True;58.172;;;;2519;LINESTRING (140.8797852 38.2562985, 140.8792071 38.2561403, 140.8791575 38.2561235);3
2520;1256494435;1256553895;0;109849970;1;;愛宕上杉通;tertiary;;False;5.941;3;;;2520;LINESTRING (140.8818428 38.2554649, 140.8818302 38.2554124);2
2521;1256494435;504964892;0;[104156241, 41294394, 104156245];1;;新寺通;tertiary;;False;170.604;2;;;2521;LINESTRING (140.8818428 38.2554649, 140.8824865 38.2553913, 140.8828242 38.2553599, 140.883676 38.255246, 140.8837743 38.2552353);5
2528;1256553895;1256553930;0;109853158;1;;新寺通;tertiary;;False;10.929;3;;;2528;LINESTRING (140.8818302 38.2554124, 140.8817061 38.2554252);2
2533;1256553930;504963906;0;223942227;1;;愛宕上杉通;tertiary;;False;6.082;3;;;2533;LINESTRING (140.8817061 38.2554252, 140.881712 38.2554797);2
2558;1256750688;3731544576;0;837910348;0;;北目町通;tertiary;;True;43.878;;;;2558;LINESTRING (140.8767984 38.2554162, 140.8763263 38.255281);2
2560;1256750688;1201358498;0;837910348;0;;北目町通;tertiary;;False;74.986;;;;2560;LINESTRING (140.8767984 38.2554162, 140.8774521 38.2556162, 140.8775986 38.255661);3
2565;1257468277;1257468290;0;109963747;1;;;unclassified;;False;138.77;;;;2565;LINESTRING (140.8809997 38.2566672, 140.880963 38.256727, 140.880334 38.2577502, 140.8803088 38.2577911);4
2566;1257468277;482143616;0;837910348;0;;北目町通;tertiary;;False;55.795;;;;2566;LINESTRING (140.8809997 38.2566672, 140.881479 38.2568045, 140.8816008 38.2568374);3
2568;1257468290;338511388;0;38812469;0;;柳町通;tertiary;;True;52.706;;;;2568;LINESTRING (140.8803088 38.2577911, 140.8798394 38.2577018, 140.8797221 38.2576796);3
2578;1257506968;7851969486;0;104161237;0;;;tertiary;;False;40.575;;;;2578;LINESTRING (140.883213 38.262903, 140.8832438 38.2632671);2
2579;1257506968;460426178;0;104161237;0;;;tertiary;;True;68.328;;;;2579;LINESTRING (140.883213 38.262903, 140.8832053 38.2628177, 140.8832041 38.2628029, 140.883202 38.2627788, 140.8831908 38.2626641, 140.8831802 38.2625551, 140.8831757 38.2625082, 140.8831599 38.2623465, 140.8831553 38.2622902);9
2637;1258983761;5797888756;0;612508321;1;;伊勢屋横丁線;unclassified;;False;141.535;;;;2637;LINESTRING (140.8730298 38.2549439, 140.8724303 38.2561265);2
2690;1259507947;460436041;0;38812469;0;;柳町通;tertiary;;True;121.036;;;;2690;LINESTRING (140.8747618 38.2566248, 140.8735111 38.2563615, 140.8734225 38.2563441);3
2826;1263621671;460493913;0;83629685;0;;;tertiary;;False;45.918;;;;2826;LINESTRING (140.8885855 38.2614624, 140.8880845 38.261588);2
2831;1264086390;460436339;0;110166348;1;;;unclassified;;False;114.229;;;;2831;LINESTRING (140.8748505 38.255616, 140.8747889 38.2555717, 140.8737493 38.2551951, 140.8736778 38.2551673);4
2961;1837893264;1837893275;0;[837910365, 837910367];1;;五橋通;tertiary;;False;198.03900000000002;2;;;2961;LINESTRING (140.8734672 38.2561736, 140.8735688 38.2561407, 140.8739801 38.256004, 140.8743153 38.2558903, 140.8746078 38.2557918, 140.8749349 38.2556755, 140.8751657 38.2555927, 140.8754097 38.2555154, 140.8755482 38.2554658);9
2964;1837893274;1837893264;0;[837984477, 837910367];1;;五橋通;tertiary;;False;147.524;2;;;2964;LINESTRING (140.8719125 38.2566917, 140.8720217 38.2566624, 140.8722957 38.2565753, 140.8726726 38.2564489, 140.8730882 38.2563031, 140.8733238 38.2562172, 140.8734672 38.2561736);7
2965;1837893275;3731544578;0;837910365;1;;五橋通;tertiary;;False;25.117;2;;;2965;LINESTRING (140.8755482 38.2554658, 140.8758093 38.255371);2
3023;2176635312;460426178;0;83629685;0;;;tertiary;;False;93.21900000000001;;;;3023;LINESTRING (140.8842202 38.2622304, 140.8840529 38.2622389, 140.8839302 38.262245, 140.8836988 38.2622561, 140.8836478 38.2622586, 140.8836061 38.26226, 140.8832907 38.2622815, 140.8831553 38.2622902);8
3024;2176635312;460426269;0;83629685;0;;;tertiary;;True;83.208;;;;3024;LINESTRING (140.8842202 38.2622304, 140.8850333 38.2621766, 140.8851693 38.2621633);3
3055;2327862877;301789618;0;30614285;0;;北目町通;tertiary;;True;8.585;;;;3055;LINESTRING (140.8760238 38.2551506, 140.8759457 38.2551037);2
3076;2371746420;598389457;0;228501983;0;;;tertiary;;False;110.941;2;;;3076;LINESTRING (140.8899445 38.2570296, 140.8910898 38.2569037, 140.8912032 38.2568937);3
3078;2385285794;794404531;0;64746456;0;;;residential;;True;12.075;;;;3078;LINESTRING (140.8968142 38.2585734, 140.8967955 38.2584658);2
3080;2534629038;7235845294;0;775629352;0;;;residential;;False;113.502;;;;3080;LINESTRING (140.8725178 38.2589427, 140.8712522 38.2587096);2
3438;3731544573;3731544576;0;837910348;0;;北目町通;tertiary;;False;13.125;;;;3438;LINESTRING (140.8761794 38.255256, 140.8763263 38.255281);2
3439;3731544573;2327862877;0;837910348;0;;北目町通;tertiary;;True;17.943;;;;3439;LINESTRING (140.8761794 38.255256, 140.8760238 38.2551506);2
3440;3731544576;1256750688;0;837910348;0;;北目町通;tertiary;;False;43.878;;;;3440;LINESTRING (140.8763263 38.255281, 140.8767984 38.2554162);2
3441;3731544576;3731544573;0;837910348;0;;北目町通;tertiary;;True;13.125;;;;3441;LINESTRING (140.8763263 38.255281, 140.8761794 38.255256);2
3443;3731544578;3731544573;0;369358929;1;;北目町通;tertiary;;False;34.816;;;;3443;LINESTRING (140.8758093 38.255371, 140.876075 38.2552976, 140.8761794 38.255256);3
3444;3731544705;1201853892;0;38812469;0;;柳町通;tertiary;;True;27.38;;;;3444;LINESTRING (140.8753621 38.2567465, 140.875059 38.2566834);2
3445;3731544705;1201358598;0;38812469;0;;柳町通;tertiary;;False;128.29;;;;3445;LINESTRING (140.8753621 38.2567465, 140.876634 38.2570118, 140.8767811 38.2570456);3
3460;3754154204;768026111;0;61575996;0;;;unclassified;;False;77.53800000000001;;;;3460;LINESTRING (140.8934041 38.2602534, 140.8934486 38.2604097, 140.8935387 38.2605765, 140.8935827 38.2606602, 140.8937118 38.2609055);5
3461;3754154204;768026085;0;61575996;0;;;unclassified;;True;69.259;;;;3461;LINESTRING (140.8934041 38.2602534, 140.8931974 38.2597045, 140.8931792 38.2596561);3
3464;3754154207;3754154204;0;371864621;0;;;residential;;False;129.14100000000002;;;;3464;LINESTRING (140.894233 38.2607585, 140.8940709 38.2601636, 140.8940493 38.2601382, 140.8940091 38.260132, 140.8934041 38.2602534);5
3465;3754154207;3754154209;0;371864623;0;;;unclassified;;False;13.666;;;;3465;LINESTRING (140.894233 38.2607585, 140.8943068 38.2607596, 140.8943886 38.2607692);3
3466;3754154209;764398214;0;61082310;0;;;tertiary;;False;75.28399999999999;2;;;3466;LINESTRING (140.8943886 38.2607692, 140.8943897 38.2608202, 140.8943988 38.2608748, 140.8945773 38.2614283);4
3467;3754154209;764397801;0;[1013965493, 61082310];0;;;tertiary;;True;210.43599999999998;2;;;3467;LINESTRING (140.8943886 38.2607692, 140.894403 38.2606696, 140.8944482 38.2605724, 140.8945275 38.2604636, 140.894682 38.2603253, 140.8948084 38.2602009, 140.8948475 38.2601491, 140.8948865 38.2600828, 140.8949148 38.2600145, 140.8949259 38.2599642, 140.8949271 38.2599223, 140.894918 38.2598679, 140.8948666 38.2595618, 140.8948246 38.2590041);14
3492;4438760396;4438760397;0;446632337;0;;;residential;;False;72.679;;;;3492;LINESTRING (140.8854087 38.2555454, 140.8862308 38.2554431);2
3495;4438760397;5794595703;0;612089396;1;;;unclassified;;False;73.91399999999999;;;;3495;LINESTRING (140.8862308 38.2554431, 140.8863163 38.2559133, 140.8863399 38.2560434, 140.8863517 38.256101);4
3498;4757206765;1256220780;0;[483124987, 483124988, 61576007];1;;;tertiary;;False;414.178;;yes;;3498;LINESTRING (140.8853391 38.2629156, 140.8851868 38.2629273, 140.883817 38.2629946, 140.8825995 38.2630747, 140.8820469 38.2630832, 140.8816172 38.2630921, 140.8811667 38.2630958, 140.8807711 38.2630774, 140.8806042 38.2630688);9
3514;5794595703;1201870381;0;104161242;0;;;tertiary;;True;9.747;;;;3514;LINESTRING (140.8863517 38.256101, 140.8863653 38.256188);2
3529;5794595710;460427919;0;83629685;0;;;tertiary;;False;53.967;;;;3529;LINESTRING (140.8871923 38.2618015, 140.886719 38.2619061, 140.8865959 38.2619287);3
3538;5797888756;1201380222;0;38812495;0;;柳町通;tertiary;;False;27.358;;;;3538;LINESTRING (140.8724303 38.2561265, 140.8721267 38.2560657);2
